UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_roll_mean,Process temperature [K]_roll_mean,Rotational speed [rpm]_roll_mean,Torque [Nm]_roll_mean,Tool wear [min]_roll_mean,Air temperature [K]_roll_std,Process temperature [K]_roll_std,Rotational speed [rpm]_roll_std,Torque [Nm]_roll_std,Tool wear [min]_roll_std,Air temperature [K]_roll_var,Process temperature [K]_roll_var,Rotational speed [rpm]_roll_var,Torque [Nm]_roll_var,Tool wear [min]_roll_var,Air temperature [K]_lag1,Process temperature [K]_lag1,Rotational speed [rpm]_lag1,Torque [Nm]_lag1,Tool wear [min]_lag1,Air temperature [K]_lag2,Process temperature [K]_lag2,Rotational speed [rpm]_lag2,Torque [Nm]_lag2,Tool wear [min]_lag2
6581,L53760,L,301.3,310.4,1507,39.1,194,0,0,0,0,0,0,301.38,310.51000000000005,1527.3,40.85,184.1,0.0632455532319061,0.110050493506301,142.32361403192894,8.301840492056874,7.078135347683596,0.0040000000036098,0.0121111111209804,20256.01111110948,68.92055555555511,50.100000000127984,301.3,310.4,1501.0,41.6,192.0,301.4,310.4,1543.0,40.9,190.0
6582,L53761,L,301.4,310.4,1559,36.0,196,0,0,0,0,0,0,301.39,310.48999999999995,1545.4,39.51,186.4,0.0567646212513877,0.1100504935061162,132.38932484657383,7.836871541345815,6.801960501708502,0.0032222222258135,0.0121111111209397,17526.93333333165,61.41655555555592,46.26666666680257,301.3,310.4,1507.0,39.1,194.0,301.3,310.4,1501.0,41.6,192.0
6583,L53762,L,301.5,310.5,1528,35.7,198,0,0,0,0,0,0,301.4,310.47,1555.4,37.71,188.6,0.0666666666934624,0.0823272602943097,126.16673271684076,6.087409593214261,6.619835513240922,0.0044444444480172,0.006777777787567,15918.044444442736,37.05655555555701,43.822222222365696,301.4,310.4,1559.0,36.0,196.0,301.3,310.4,1507.0,39.1,194.0
6584,M21443,M,301.5,310.5,1503,38.2,200,0,0,0,0,0,0,301.41,310.46,1520.2,39.0,190.8,0.0737864787613423,0.0699205899478657,69.80735395834063,4.257020345526071,6.356099432840161,0.005444444447998,0.0048888888986575,4873.066666665054,18.122222222222906,40.40000000015102,301.5,310.5,1528.0,35.7,198.0,301.4,310.4,1559.0,36.0,196.0
6585,L53764,L,301.5,310.5,1372,44.0,203,0,0,0,0,0,0,301.42,310.45,1499.6,40.1,193.0,0.0788810637970645,0.0527046277619568,80.44073042376951,3.94405318873308,6.394442031096031,0.0062222222257565,0.0027777777875264,6470.711111109556,15.555555555555578,40.888888889047536,301.5,310.5,1503.0,38.2,200.0,301.5,310.5,1528.0,35.7,198.0
6586,M21445,M,301.5,310.5,1600,32.8,205,0,0,0,0,0,0,301.43,310.45,1514.5,38.85,195.2,0.0823272602562045,0.0527046277619568,84.15230900640526,4.090979236211289,6.35609943284136,0.0067777777812928,0.0027777777875264,7081.611111109517,16.736111111111896,40.40000000016625,301.5,310.5,1372.0,44.0,203.0,301.5,310.5,1503.0,38.2,200.0
6587,L53766,L,301.5,310.6,1453,44.0,208,0,0,0,0,0,0,301.43,310.46000000000004,1495.4,39.760000000000005,197.4,0.0823272602562045,0.0699205899478657,72.34055263511615,4.126661281633564,6.619835513243215,0.0067777777812928,0.0048888888986575,5233.155555554012,17.029333333333568,43.822222222396064,301.5,310.5,1600.0,32.8,205.0,301.5,310.5,1372.0,44.0,203.0
6588,M21447,M,301.6,310.7,1813,24.6,210,0,0,0,0,0,0,301.45,310.49,1537.9,37.69,199.6,0.0971825315986413,0.0994428926505876,114.68357433486526,5.864668220226513,6.801960501711847,0.0094444444479209,0.0098888888987162,13152.322222220566,34.39433333333481,46.26666666684808,301.5,310.6,1453.0,44.0,208.0,301.5,310.5,1600.0,32.8,205.0
6589,L53768,L,301.6,310.7,1457,40.4,213,0,0,0,0,0,0,301.47,310.52,1529.3,37.64,201.9,0.1059349905633625,0.1135292424830565,117.44980015118766,5.836323043378268,7.078135347687929,0.0112222222256597,0.0128888888987766,13794.45555555392,34.06266666666817,50.10000000018932,301.6,310.7,1813.0,24.6,210.0,301.5,310.6,1453.0,44.0,208.0
6590,M21449,M,301.6,310.6,1553,38.9,0,0,0,0,0,0,0,301.5,310.54,1534.5,37.37,182.7,0.0942809041761354,0.107496770023498,117.20850367329022,5.693475798373814,64.48953403460226,0.0088888888922696,0.0115555555654848,13737.833333331688,32.41566666666833,4158.900000000123,301.6,310.7,1457.0,40.4,213.0,301.6,310.7,1813.0,24.6,210.0
6591,L53770,L,301.7,310.7,1763,25.9,3,0,0,0,0,0,0,301.54,310.57000000000005,1560.1,36.05,163.6,0.0843274042907624,0.105934990594291,136.84658888290633,6.690665138833543,85.60010384209727,0.0071111111144177,0.0112222222322125,18726.98888888718,44.76500000000247,7327.377777777835,301.6,310.6,1553.0,38.9,0.0,301.6,310.7,1457.0,40.4,213.0
6592,L53771,L,301.7,310.7,2023,20.9,5,0,0,0,0,0,0,301.57,310.6,1606.5,34.540000000000006,144.5,0.0823272602546058,0.0942809042115023,200.35759697766605,8.230053327760471,97.98100722985946,0.0067777777810296,0.0088888888989384,40143.16666666485,67.7337777777812,9600.27777777777,301.7,310.7,1763.0,25.9,3.0,301.6,310.6,1553.0,38.9,0.0
6593,M21452,M,301.6,310.7,1457,47.8,7,0,0,0,0,0,0,301.58,310.62,1599.4,35.75,125.4,0.0788810637951646,0.0918936584021636,204.66026048605636,9.246290547505607,104.77404258689232,0.0062222222254568,0.0084444444545335,41885.82222222043,85.49388888889155,10977.599999999926,301.7,310.7,2023.0,20.9,5.0,301.7,310.7,1763.0,25.9,3.0
6594,L53773,L,301.6,310.7,1679,29.5,10,0,0,0,0,0,0,301.59000000000003,310.64,1617.0,34.879999999999995,106.4,0.0737864787590638,0.084327404331219,203.01012563689844,9.398203137952777,106.94775463852471,0.0054444444476617,0.0071111111212408,41213.11111110928,88.32622222222541,11437.822222222085,301.6,310.7,1457.0,47.8,7.0,301.7,310.7,2023.0,20.9,5.0
6595,L53774,L,301.6,310.6,2103,19.7,12,0,0,0,0,0,0,301.6,310.65,1690.1,32.45,87.3,0.0666666666906668,0.070710678190425,234.2014564903904,9.905918545103576,104.81311410738968,0.0044444444476444,0.0050000000101498,54850.32222222023,98.12722222222692,10985.788888888686,301.6,310.7,1679.0,29.5,10.0,301.6,310.7,1457.0,47.8,7.0
6596,M21455,M,301.5,310.7,1460,38.6,14,0,0,0,0,0,0,301.6,310.67,1676.1,33.03,68.2,0.0666666666906668,0.0483045892594597,244.15862330323571,10.09664960931782,98.1742215542222,0.0044444444476444,0.0023333333435251,59613.43333333137,101.94233333333769,9638.177777777508,301.6,310.6,2103.0,19.7,12.0,301.6,310.7,1679.0,29.5,10.0
6597,M21456,M,301.5,310.7,1454,39.4,17,0,0,0,0,0,0,301.6,310.68,1676.2,32.57,49.1,0.0666666666906668,0.042163702256692,244.05727925131345,9.635587971450429,85.74697921468784,0.0044444444476444,0.0017777777879909,59563.955555553584,92.8445555555602,7352.544444444109,301.5,310.7,1460.0,38.6,14.0,301.6,310.6,2103.0,19.7,12.0
6598,L53777,L,301.5,310.6,1481,46.8,20,0,0,0,0,0,0,301.59000000000003,310.67,1643.0,34.79,30.1,0.073786478759072,0.0483045892594597,245.9543769798653,10.139521137060276,64.56770778716314,0.0054444444476629,0.0023333333435251,60493.55555555367,102.80988888889212,4168.988888888489,301.5,310.7,1454.0,39.4,17.0,301.5,310.7,1460.0,38.6,14.0
6599,L53778,L,301.5,310.7,1424,51.1,22,0,0,0,0,0,0,301.58000000000004,310.67,1639.7,35.86,11.0,0.0788810637951798,0.0483045892594597,248.9306239809672,11.295938306410177,7.348469228317853,0.0062222222254592,0.0023333333435251,61966.45555555368,127.5982222222248,53.99999999953439,301.5,310.6,1481.0,46.8,20.0,301.5,310.7,1454.0,39.4,17.0
6600,L53779,L,301.6,310.7,1494,39.5,24,0,0,0,0,0,0,301.58000000000004,310.68,1633.8,35.92,13.4,0.0788810637951798,0.042163702256692,251.8953927504174,11.315456489048866,7.2755297630396605,0.0062222222254592,0.0017777777879909,63451.28888888702,128.03955555555808,52.93333333287593,301.5,310.7,1424.0,51.1,22.0,301.5,310.6,1481.0,46.8,20.0
6601,M21460,M,301.5,310.6,1424,47.0,26,0,0,0,0,0,0,301.56,310.67,1599.9,38.03,15.7,0.0699205899014206,0.0483045892594597,255.3631183671997,11.206154063231956,7.257945837310185,0.0048888888921626,0.0023333333435251,65210.32222222043,125.57788888889009,52.67777777732824,301.6,310.7,1494.0,39.5,24.0,301.5,310.7,1424.0,51.1,22.0
6602,M21461,M,301.5,310.7,1347,47.9,29,0,0,0,0,0,0,301.54,310.67,1532.3,40.73,18.1,0.0516397779814783,0.0483045892594597,217.5980238880821,9.782529779606518,7.294594650196115,0.0026666666699763,0.0023333333435251,47348.899999998364,95.69788888888836,53.211111110669776,301.5,310.6,1424.0,47.0,26.0,301.6,310.7,1494.0,39.5,24.0
6603,L53782,L,301.5,310.6,1374,46.7,32,0,0,0,0,0,0,301.53000000000003,310.66,1524.0,40.620000000000005,20.6,0.0483045891884032,0.051639778047907,222.32108911811548,9.700034364200274,7.351492667752016,0.0023333333366604,0.0026666666768371,49426.66666666504,94.0906666666662,54.044444444011646,301.5,310.7,1347.0,47.9,29.0,301.5,310.6,1424.0,47.0,26.0
6604,M21463,M,301.5,310.6,1403,47.4,34,0,0,0,0,0,0,301.52,310.65,1496.4,42.41,23.0,0.0421637021752329,0.0527046277657564,218.03119042925587,9.049794350026756,7.423685817078098,0.0017777777811217,0.0027777777879269,47537.599999998434,81.89877777777617,55.11111111068651,301.5,310.6,1374.0,46.7,32.0,301.5,310.7,1347.0,47.9,29.0
6605,M21464,M,301.5,310.6,1573,37.4,37,0,0,0,0,0,0,301.51,310.65,1443.4,44.17999999999999,25.5,0.0316227766548228,0.0527046277657564,64.68075447920006,4.888944444128512,7.516648189158778,0.0010000000033608,0.0027777777879269,4183.599999998558,23.901777777775045,56.49999999958394,301.5,310.6,1403.0,47.4,34.0,301.5,310.6,1374.0,46.7,32.0
6606,M21465,M,301.6,310.6,1691,30.1,40,0,0,0,0,0,0,301.52,310.64,1466.5,43.33,28.1,0.0421637021752329,0.0516397780475015,101.84219819569806,6.454980850302778,7.593125545857147,0.0017777777811217,0.0026666666767952,10371.833333331844,41.66677777777558,57.65555555514839,301.5,310.6,1573.0,37.4,37.0,301.5,310.6,1403.0,47.4,34.0
6607,H36020,H,301.5,310.5,1538,44.3,43,0,0,0,0,0,0,301.52,310.62,1474.9,43.82,30.7,0.0421637021752329,0.0632455532831191,104.13500852258328,6.307808212401668,7.81807023643456,0.0017777777811217,0.0040000000100878,10844.099999998496,39.788444444441936,61.12222222182393,301.6,310.6,1691.0,30.1,40.0,301.5,310.6,1573.0,37.4,37.0
6608,L53787,L,301.5,310.5,1556,39.1,48,0,0,0,0,0,0,301.52,310.61,1482.4,43.05,33.5,0.0421637021752329,0.0737864788054874,107.27658955552768,6.373251394173253,8.540751983523213,0.0017777777811217,0.0054444444545126,11508.26666666515,40.61833333333131,72.9444444440557,301.5,310.5,1538.0,44.3,43.0,301.6,310.6,1691.0,30.1,40.0
6609,M21468,M,301.5,310.4,1593,36.8,50,0,0,0,0,0,0,301.52,310.58,1499.3,41.62,36.3,0.0421637021752329,0.0918936584017271,110.32280916574176,5.957031326274951,8.932462644114986,0.0017777777811217,0.0084444444544533,12171.122222220674,35.486222222221095,79.78888888850969,301.5,310.5,1556.0,39.1,48.0,301.5,310.5,1538.0,44.3,43.0
6610,L53789,L,301.5,310.4,1474,39.9,53,0,0,0,0,0,0,301.51,310.55,1497.3,41.66,39.2,0.0316227766548228,0.0971825316319359,110.61047770340852,5.942539674059958,9.199033765665444,0.0010000000033608,0.0094444444543922,12234.677777776236,35.31377777777663,84.62222222185295,301.5,310.4,1593.0,36.8,50.0,301.5,310.5,1556.0,39.1,48.0
6611,L53790,L,301.5,310.4,1543,34.0,55,0,0,0,0,0,0,301.51,310.53000000000003,1509.2,40.36,42.1,0.0316227766548228,0.1059349905938949,108.22384210514072,6.0652379269993,9.146341102058036,0.0010000000033608,0.0112222222321286,11712.399999998432,36.78711111111077,83.65555555519619,301.5,310.4,1474.0,39.9,53.0,301.5,310.4,1593.0,36.8,50.0
6612,H36025,H,301.5,310.5,1587,33.8,57,0,0,0,0,0,0,301.51,310.51,1533.2,38.95,44.9,0.0316227766548228,0.0875595036334288,93.92408281868776,5.748284768326837,8.974655672731666,0.0010000000033608,0.0076666666765324,8821.733333331715,33.04277777777831,80.54444444409467,301.5,310.4,1543.0,34.0,55.0,301.5,310.4,1474.0,39.9,53.0
6613,L53792,L,301.6,310.6,1222,70.0,62,0,0,0,0,0,0,301.52,310.51,1518.0,41.28,47.9,0.0421637021752329,0.0875595036334288,128.48951535263092,11.28979873848753,9.194805296693614,0.0017777777811217,0.0076666666765324,16509.555555553976,127.45955555555464,84.54444444410495,301.5,310.5,1587.0,33.8,57.0,301.5,310.4,1543.0,34.0,55.0
6614,L53793,L,301.7,310.6,1513,41.1,64,0,0,0,0,0,0,301.54,310.51,1529.0,40.65,50.9,0.0699205899016741,0.0875595036334288,122.100141050053,11.08424808255188,9.048634028263525,0.0048888888921981,0.0076666666765324,14908.44444444284,122.86055555555504,81.87777777744857,301.6,310.6,1222.0,70.0,62.0,301.5,310.5,1587.0,33.8,57.0
6615,L53794,L,301.7,310.6,1660,28.7,66,0,0,0,0,0,0,301.56,310.51000000000005,1537.7,39.78,53.8,0.084327404290579,0.0875595036334288,128.51463384031206,11.692428699328849,8.740709353346599,0.0071111111143867,0.0076666666765324,16516.01111110948,136.7128888888889,76.39999999968073,301.7,310.6,1513.0,41.1,64.0,301.6,310.6,1222.0,70.0,62.0
6616,L53795,L,301.7,310.6,1545,42.1,68,0,0,0,0,0,0,301.57000000000005,310.51,1523.1,40.98,56.6,0.0948683298222257,0.0875595036334288,116.93535726107902,11.193728402795683,8.30261003137108,0.0090000000032586,0.0076666666765324,13673.877777776186,125.29955555555485,68.93333333302368,301.7,310.6,1660.0,28.7,66.0,301.7,310.6,1513.0,41.1,64.0
6617,M21476,M,301.7,310.6,1380,45.8,70,0,0,0,0,0,0,301.59000000000003,310.52,1507.3,41.13,59.3,0.099442892617397,0.091893658401062,125.08845758990182,11.253053906483403,7.761013679477247,0.0098888888921151,0.008444444454331,15647.122222220669,126.63122222222142,60.23333333303296,301.7,310.6,1545.0,42.1,68.0,301.7,310.6,1660.0,28.7,66.0
6618,L53797,L,301.6,310.6,1321,60.8,73,0,0,0,0,0,0,301.6,310.53,1483.8,43.3,61.8,0.0942809041752307,0.0948683298572656,136.47856974631037,12.803558533123082,7.743097284372951,0.008888888892099,0.0090000000099069,18626.399999998503,163.9311111111089,59.95555555526377,301.7,310.6,1380.0,45.8,70.0,301.7,310.6,1545.0,42.1,68.0
6619,M21478,M,301.6,310.6,1309,65.8,75,1,0,0,1,0,0,301.61,310.55000000000007,1455.4,46.2,64.3,0.0875595035953266,0.0849836586183966,140.71342035024676,14.35765378542811,7.543208866239673,0.00766666666986,0.0072222222321681,19800.26666666524,206.14222222221807,56.89999999971681,301.6,310.6,1321.0,60.8,73.0,301.7,310.6,1380.0,45.8,70.0
6620,M21479,M,301.7,310.7,1627,31.3,78,0,0,0,0,0,0,301.63,310.58000000000004,1470.7,45.34,66.8,0.0823272602540473,0.0788810638380699,150.90913380794817,15.01926170696212,7.524773898393734,0.0067777777809376,0.0062222222322256,22773.566666665203,225.57822222221867,56.62222222194764,301.6,310.6,1309.0,65.8,75.0,301.6,310.6,1321.0,60.8,73.0
6621,M21480,M,301.6,310.7,1791,23.8,81,0,0,0,0,0,0,301.64,310.61,1495.5,44.32,69.4,0.069920589900489,0.0567646213083588,181.40700096743367,16.176718524540732,7.486283753918151,0.0048888888920323,0.0032222222322813,32908.49999999849,261.6862222222193,56.04444444417885,301.7,310.7,1627.0,31.3,78.0,301.6,310.6,1309.0,65.8,75.0
6622,M21481,M,301.7,310.7,1861,21.8,84,0,0,0,0,0,0,301.66,310.63,1522.9,43.12,72.1,0.0516397779795565,0.0483045892584714,214.44680770142452,17.439597344994908,7.385421074264364,0.0026666666697778,0.0023333333434296,45987.43333333176,304.13955555555344,54.54444444418818,301.6,310.7,1791.0,23.8,81.0,301.7,310.7,1627.0,31.3,78.0
6623,L53802,L,301.7,310.7,1493,51.1,87,0,0,0,0,0,0,301.67,310.64,1550.0,41.23,74.6,0.0483045891860121,0.0516397780473764,187.6450550018972,15.065342862197154,7.805980613163583,0.0023333333364293,0.0026666666767823,35210.66666666503,226.9645555555547,60.933333333085706,301.7,310.7,1861.0,21.8,84.0,301.6,310.7,1791.0,23.8,81.0
6624,M21483,M,301.7,310.7,1442,41.1,89,0,0,0,0,0,0,301.67,310.65,1542.9,41.23,77.1,0.0483045891860121,0.0527046277656224,190.52176895158945,15.065342862197154,8.033955715847918,0.0023333333364293,0.0027777777879128,36298.54444444282,226.9645555555547,64.54444444420545,301.7,310.7,1493.0,51.1,87.0,301.7,310.7,1861.0,21.8,84.0
6625,L53804,L,301.7,310.7,1532,39.8,92,0,0,0,0,0,0,301.67,310.66,1530.1,42.34,79.7,0.0483045891860121,0.0516397780477531,186.02714855632877,14.43531164271214,8.246884933772332,0.0023333333364293,0.0026666666768212,34606.099999998405,208.37822222222064,68.01111111088109,301.7,310.7,1442.0,41.1,89.0,301.7,310.7,1493.0,51.1,87.0
6626,M21485,M,301.6,310.7,1421,44.4,94,0,0,0,0,0,0,301.66,310.67,1517.7,42.57,82.3,0.0516397779795565,0.0483045892592827,189.0320666506629,14.44937907162636,8.246884933772874,0.0026666666697778,0.002333333343508,35733.12222222066,208.78455555555385,68.01111111089003,301.7,310.7,1532.0,39.8,92.0,301.7,310.7,1442.0,41.1,89.0
6627,L53806,L,301.6,310.6,1613,42.5,97,0,0,0,0,0,0,301.65,310.67,1541.0,42.24,85.0,0.0527046276991386,0.0483045892592827,184.4782432218515,14.405029985699002,8.192137151616748,0.0027777777809048,0.002333333343508,34032.2222222206,207.5048888888874,67.11111111089937,301.6,310.7,1421.0,44.4,94.0,301.7,310.7,1532.0,39.8,92.0
6628,M21487,M,301.7,310.6,1876,22.1,99,0,0,0,0,0,0,301.66,310.67,1596.5,38.37,87.6,0.0516397779795565,0.0483045892592827,194.1684549273829,14.059085634880027,8.08565258823152,0.0026666666697778,0.002333333343508,37701.38888888712,197.65788888888997,65.37777777757509,301.6,310.6,1613.0,42.5,97.0,301.6,310.7,1421.0,44.4,94.0
6629,L53808,L,301.6,310.5,1593,34.5,102,0,0,0,0,0,0,301.66,310.66,1624.9,35.239999999999995,90.3,0.0516397779795565,0.0699205899506307,166.20031421282755,10.238945258179823,7.916929820175528,0.0026666666697778,0.0048888888990442,27622.544444442607,104.83600000000312,62.67777777758453,301.7,310.6,1876.0,22.1,99.0,301.6,310.6,1613.0,42.5,97.0
6630,L53809,L,301.6,310.5,1397,49.4,104,0,0,0,0,0,0,301.65,310.64,1601.9,37.05,92.9,0.0527046276991386,0.0843274043311431,181.12208896517657,11.034013070703075,7.694875639731094,0.0027777777809048,0.0071111111212281,32805.21111110934,121.74944444444635,59.211111110927,301.6,310.5,1593.0,34.5,102.0,301.7,310.6,1876.0,22.1,99.0
6631,M21490,M,301.6,310.5,1414,49.3,106,0,0,0,0,0,0,301.65,310.62,1564.2,39.6,95.4,0.0527046276991386,0.0918936584021024,176.56651249127526,10.568401540020671,7.456540752911144,0.0027777777809048,0.0084444444545222,31175.733333331667,111.69111111111133,55.59999999982468,301.6,310.5,1397.0,49.4,104.0,301.6,310.5,1593.0,34.5,102.0
6632,M21491,M,301.5,310.4,1378,55.3,109,0,0,0,0,0,0,301.63,310.59,1515.9,42.95,97.9,0.0674948557944594,0.1100504935069848,150.49285697334096,9.560596215717824,7.400450436730196,0.0045555555587148,0.0121111111211309,22648.099999998463,91.40499999999798,54.76666666650015,301.6,310.5,1414.0,49.3,106.0,301.6,310.5,1397.0,49.4,104.0
6633,L53812,L,301.4,310.4,1301,51.2,112,0,0,0,0,0,0,301.6,310.56,1496.7,42.96,100.4,0.0942809041752342,0.1173787791201679,165.26211503749184,9.5701155223492,7.530677998092429,0.0088888888920997,0.0137777777877411,27311.56666666518,91.5871111111091,56.7111111109534,301.5,310.4,1378.0,55.3,109.0,301.6,310.5,1414.0,49.3,106.0
6634,M21493,M,301.5,310.5,1737,29.3,114,0,0,0,0,0,0,301.58000000000004,310.54,1526.2,41.78,102.9,0.0918936583649272,0.1074967700234844,180.0782545944296,10.506590524258725,7.475143997116636,0.0084444444476899,0.0115555555654819,32428.17777777621,110.38844444444322,55.87777777762887,301.4,310.4,1301.0,51.2,112.0,301.5,310.4,1378.0,55.3,109.0
6635,L53814,L,301.5,310.5,1396,44.5,117,0,0,0,0,0,0,301.56,310.52,1512.6,42.25,105.4,0.0843274042906039,0.091893658401076,184.66859204772032,10.513298456927917,7.604092465382185,0.0071111111143909,0.0084444444543336,34102.488888887354,110.5294444444429,57.82222222208212,301.5,310.5,1737.0,29.3,114.0,301.4,310.4,1301.0,51.2,112.0
6636,L53815,L,301.5,310.5,1534,39.3,119,0,0,0,0,0,0,301.55,310.5,1523.9,41.74,107.9,0.0849836585792737,0.0666666667405492,181.87691197925463,10.52111105244007,7.549098548088877,0.0072222222255185,0.0044444444542954,33079.21111110955,110.69377777777656,56.98888888875759,301.5,310.5,1396.0,44.5,117.0,301.5,310.5,1737.0,29.3,114.0
6637,M21496,M,301.5,310.5,1774,25.5,121,0,0,0,0,0,0,301.54,310.48999999999995,1540.0,40.04,110.3,0.084327404290799,0.0567646213063518,197.12714453141533,11.692846816180674,7.513691207085416,0.0071111111144238,0.0032222222320535,38859.11111110952,136.72266666666656,56.4555555554327,301.5,310.5,1534.0,39.3,119.0,301.5,310.5,1396.0,44.5,117.0
6638,H36051,H,301.5,310.5,1453,48.0,124,0,0,0,0,0,0,301.52,310.48,1497.7,42.63,112.8,0.063245553229832,0.0421637022519208,158.64429113935867,10.027412427939634,7.495183638688496,0.0040000000033475,0.0017777777875886,25168.0111111096,100.54899999999822,56.177777777663714,301.5,310.5,1774.0,25.5,121.0,301.5,310.5,1534.0,39.3,119.0
6639,L53818,L,301.5,310.5,1453,44.2,129,0,0,0,0,0,0,301.51,310.48,1483.7,43.6,115.5,0.0567646212493889,0.0421637022519208,155.4449170034863,9.614225571169571,8.017342313863942,0.0032222222255865,0.0017777777875886,24163.122222220743,92.43333333333092,64.27777777767324,301.5,310.5,1453.0,48.0,124.0,301.5,310.5,1774.0,25.5,121.0
6640,L53819,L,301.4,310.5,1380,48.4,131,0,0,0,0,0,0,301.49,310.48,1482.0,43.5,118.2,0.0567646212496894,0.0421637022519208,156.58721389549683,9.552195791776994,8.2569835762028,0.0032222222256206,0.0017777777875886,24519.55555555408,91.2444444444421,68.17777777768278,301.5,310.5,1453.0,44.2,129.0,301.5,310.5,1453.0,48.0,124.0
6641,L53820,L,301.4,310.4,1334,43.2,133,0,0,0,0,0,0,301.47,310.47,1474.0,42.89,120.9,0.0483045891894866,0.0483045892553171,162.38363354859067,9.332910704716951,8.238797107447926,0.002333333336765,0.0023333333431248,26368.444444442983,87.10322222222027,67.8777777776923,301.4,310.5,1380.0,48.4,131.0,301.5,310.5,1453.0,44.2,129.0
6642,L53821,L,301.5,310.5,1702,28.7,135,0,0,0,0,0,0,301.47,310.48,1506.4,40.23,123.5,0.0483045891894866,0.0421637022519208,173.0723676513467,9.19251507115072,8.168367169890557,0.002333333336765,0.0017777777875886,29954.04444444292,84.5023333333331,66.72222222214587,301.4,310.4,1334.0,43.2,133.0,301.4,310.5,1380.0,48.4,131.0
6643,L53822,L,301.6,310.6,1431,37.5,137,0,0,0,0,0,0,301.49,310.5,1519.4,38.86,126.0,0.0567646212496894,0.047140452183576,160.34421307507515,8.359053641278923,8.08290376865058,0.0032222222256206,0.002222222232072,25710.266666665106,69.87377777777841,65.33333333326576,301.5,310.5,1702.0,28.7,135.0,301.4,310.4,1334.0,43.2,133.0
6644,M21503,M,301.5,310.5,1308,60.5,139,0,0,0,0,0,0,301.49,310.5,1476.5,41.98,128.5,0.0567646212496894,0.047140452183576,152.87195077361923,10.046646759546675,7.820912137762952,0.0032222222256206,0.002222222232072,23369.833333331862,100.93511111110972,61.16666666660787,301.6,310.6,1431.0,37.5,137.0,301.5,310.5,1702.0,28.7,135.0
6645,L53824,L,301.5,310.6,1565,43.9,142,0,0,0,0,0,0,301.49,310.51000000000005,1493.4,41.92,131.0,0.0567646212496894,0.0567646213066883,152.324361515516,10.031705294271248,7.731609003158904,0.0032222222256206,0.0032222222320917,23202.71111110961,100.63511111110978,59.77777777772782,301.5,310.5,1308.0,60.5,139.0,301.6,310.6,1431.0,37.5,137.0
6646,M21505,M,301.5,310.4,1486,39.6,144,0,0,0,0,0,0,301.49,310.5,1488.6,41.95,133.5,0.0567646212496894,0.0666666667405492,151.65765540994937,10.023444739431804,7.45728577372961,0.0032222222256206,0.0044444444542954,23000.04444444295,100.4694444444431,55.61111111107003,301.5,310.6,1565.0,43.9,142.0,301.5,310.5,1308.0,60.5,139.0
6647,L53826,L,301.5,310.5,1479,34.2,147,0,0,0,0,0,0,301.49,310.5,1459.1,42.82,136.1,0.0567646212496894,0.0666666667405492,113.98679260724668,8.731272021367172,7.140650452784887,0.0032222222256206,0.0044444444542954,12992.988888887465,76.23511111110919,50.988888888857005,301.5,310.4,1486.0,39.6,144.0,301.5,310.6,1565.0,43.9,142.0
6648,L53827,L,301.5,310.5,1927,22.4,149,0,0,0,0,0,0,301.49,310.5,1506.5,40.260000000000005,138.6,0.0567646212496894,0.0666666667405492,186.5959687548314,10.597295252405983,6.80196050169682,0.0032222222256206,0.0044444444542954,34818.05555555402,112.3026666666664,46.26666666664366,301.5,310.5,1479.0,34.2,147.0,301.5,310.4,1486.0,39.6,144.0
6649,L53828,L,301.5,310.4,1488,41.1,151,0,0,0,0,0,0,301.49,310.49,1510.0,39.95,140.8,0.0567646212496894,0.0737864788038856,185.80754679087417,10.514249590172586,6.908931417615759,0.0032222222256206,0.0054444444542762,34524.444444442895,110.54944444444438,47.7333333333181,301.5,310.5,1927.0,22.4,149.0,301.5,310.5,1479.0,34.2,147.0
6650,M21509,M,301.5,310.4,1350,54.9,153,0,0,0,0,0,0,301.5,310.48,1507.0,40.6,143.0,0.0471404521149656,0.0788810638368601,188.3643042381161,11.26854027813716,6.944222218666015,0.0022222222256033,0.0062222222320348,35481.11111110957,126.9799999999995,48.222222222214754,301.5,310.4,1488.0,41.1,151.0,301.5,310.5,1927.0,22.4,149.0
6651,L53830,L,301.6,310.4,1561,35.3,156,0,0,0,0,0,0,301.52000000000004,310.48,1529.7,39.81,145.3,0.0421637021752607,0.0788810638368601,178.62564827655802,11.342687316308936,7.07185344242312,0.001777777781124,0.0062222222320348,31907.122222220616,128.6565555555556,50.01111111111174,301.5,310.4,1350.0,54.9,153.0,301.5,310.4,1488.0,41.1,151.0
6652,M21511,M,301.5,310.4,1276,55.6,158,0,0,0,0,0,0,301.52,310.47,1487.1,42.5,147.6,0.0421637021752607,0.0823272602943342,183.69446250650577,11.601915550651226,7.089898917944835,0.001777777781124,0.006777777787571,33743.655555554054,134.60444444444272,50.26666666667534,301.6,310.4,1561.0,35.3,156.0,301.5,310.4,1350.0,54.9,153.0
